image_path,question,answer
images/train/71fwJhbqbBS.jpg,What is the weight of this item ?,1260 kilogram
images/train/51tHF7lrNpL.jpg,What is the height of this item ?,300.0 millimetre
images/train/51rkC60OlfL.jpg,What is the depth of this item ?,180.0 centimetre
images/train/714ZeJfr8NL.jpg,What is the weight of this item ?,8.0 kilogram
images/train/51rFQYvjR+S.jpg,What is the width of this item ?,8.0 centimetre
images/train/51c5xEDlg-L.jpg,What is the depth of this item ?,7.0 inch
images/train/51Mmq0fFCCL.jpg,What is the weight of this item ?,1541.0 ounce
images/train/41cAWtNJseL.jpg,What is the width of this item ?,42.0 millimetre
images/train/61iazG1iMDL.jpg,What is the wattage of this item ?,24.0 watt
images/train/51pRS6ciKML.jpg,What is the depth of this item ?,10.2 centimetre
images/train/51TmHVsF6FL.jpg,What is the width of this item ?,44.4 centimetre
images/train/51A8grAYG8L.jpg,What is the height of this item ?,40.0 centimetre
images/train/51R3oVnQi7L.jpg,What is the height of this item ?,110.0 millimetre
images/train/81+pQyvm+KL.jpg,What is the volume of this item ?,240.0 millilitre
images/train/71ngt4n47OL.jpg,What is the weight of this item ?,2.0 ounce
images/train/415pXQc6ZhL.jpg,What is the width of this item ?,200.0 centimetre
images/train/81m52wVSXTL.jpg,What is the weight of this item ?,14.0 ounce
images/train/41K5YxYW8kL.jpg,What is the depth of this item ?,21.0 centimetre
images/train/51lugZeAiAS.jpg,What is the depth of this item ?,9.05 inch
images/train/5131gfHXbDL.jpg,What is the depth of this item ?,3.27 inch
images/train/61-T0vWkC6L.jpg,What is the width of this item ?,3.7 inch
images/train/51j450iKjGL.jpg,What is the weight of this item ?,2.9 gram
images/train/619pgtLbnnL.jpg,What is the depth of this item ?,16.2 centimetre
images/train/81K3SrX0i7L.jpg,What is the weight of this item ?,7.5 kilogram
images/train/71D5KytgsVL.jpg,What is the weight of this item ?,25.0 gram
images/train/61AyC5fjOFL.jpg,What is the height of this item ?,78.0 centimetre
images/train/41uHTwL4vtL.jpg,What is the width of this item ?,3.0 centimetre
images/train/61B4CyHlhIL.jpg,What is the weight of this item ?,6.4 gram
images/train/51hJw7KNT5L.jpg,What is the width of this item ?,539.1 millimetre
images/train/512uR6j3XnL.jpg,What is the depth of this item ?,120.0 millimetre
images/train/61F-R7AWlXL.jpg,What is the weight of this item ?,10.0 gram
images/train/51zfzW1XhWL.jpg,What is the width of this item ?,24.0 inch
images/train/412JQsJmMqL.jpg,What is the depth of this item ?,35.0 centimetre
images/train/51iGmmRP-8L.jpg,What is the width of this item ?,78.0 centimetre
images/train/51LzWZicttL.jpg,What is the width of this item ?,7.3 centimetre
images/train/51hQnnxJFWL.jpg,What is the width of this item ?,15.0 centimetre
images/train/61RzMHQA+bL.jpg,What is the weight of this item ?,2.0 pound
images/train/613V6luM13L.jpg,What is the width of this item ?,26.0 inch
images/train/81w2JLf5DBL.jpg,What is the weight of this item ?,3.0 ounce
images/train/61796R5J0xL.jpg,What is the depth of this item ?,12.0 inch
images/train/51kQ+P0U6AL.jpg,What is the weight of this item ?,85.0 gram
images/train/71HNroywtuL.jpg,What is the weight of this item ?,6.0 ounce
images/train/71+M0FV8-rL.jpg,What is the weight of this item ?,2000.0 milligram
images/train/61DINYqyweL.jpg,What is the width of this item ?,40.0 centimetre
images/train/712+OU9NqfL.jpg,What is the weight of this item ?,250.0 gram
images/train/51YHeXzdjOL.jpg,What is the height of this item ?,39.3 inch
images/train/61EeL4P-4NL.jpg,What is the height of this item ?,23.0 millimetre
images/train/51JYyUR3TZL.jpg,What is the depth of this item ?,49.0 millimetre
images/train/61P+V9PFfQL.jpg,What is the weight of this item ?,103.0 gram
images/train/715GmPOwRHL.jpg,What is the weight of this item ?,100 gram
images/train/81tN1hq+HCL.jpg,What is the weight of this item ?,500.0 gram
images/train/51MpSUlAp2L.jpg,What is the depth of this item ?,30.0 centimetre
images/train/51WJCC0EBgL.jpg,What is the width of this item ?,19.0 inch
images/train/61p4-ZIroNS.jpg,What is the weight of this item ?,2 gram
images/train/512r4ahK36L.jpg,What is the width of this item ?,20.0 centimetre
images/train/41AlAfrdydL.jpg,What is the width of this item ?,900.0 millimetre
images/train/714dwKT4sKL.jpg,What is the weight recommendation of this item ?,330 pound
images/train/71Yjaj0ZwYL.jpg,What is the weight of this item ?,15.0 gram
images/train/61Y4vdFv8fL.jpg,What is the weight of this item ?,1 ounce
images/train/51edUvsovgS.jpg,What is the width of this item ?,9.5 centimetre
images/train/51VJ0i3BpwL.jpg,What is the depth of this item ?,116.0 centimetre
images/train/616CgFwGR0L.jpg,What is the width of this item ?,30.0 millimetre
images/train/71c9bvKqQOL.jpg,What is the weight of this item ?,100.0 milligram
images/train/51el+6hCnVL.jpg,What is the weight of this item ?,150 gram
images/train/71UA+LGrGuL.jpg,What is the weight of this item ?,5520.0 milligram
images/train/51cEvzGaUnL.jpg,What is the voltage of this item ?,3.8 volt
images/train/51uxHvUXCkL.jpg,What is the width of this item ?,7.0 inch
images/train/51KXArFQaZL.jpg,What is the height of this item ?,20.0 centimetre
images/train/71+j5KMCXyL.jpg,What is the weight of this item ?,12.5 gram
images/train/51gD4wPJRwL.jpg,What is the width of this item ?,91.0 centimetre
images/train/61A8+7LTlBL.jpg,What is the height of this item ?,3.22 inch
images/train/717x5UVGKNL.jpg,What is the weight of this item ?,100.0 gram
images/train/41bqU4P4l0L.jpg,What is the height of this item ?,39.5 centimetre
images/train/617sA5mrShL.jpg,What is the height of this item ?,1.2 inch
images/train/71Ko45cxhML.jpg,What is the weight of this item ?,3.0 pound
images/train/81AuyWJhv7L.jpg,What is the volume of this item ?,2015.0 decilitre
images/train/81N9A-unzvL.jpg,What is the wattage of this item ?,27.0 watt
images/train/81Y6g5APTgL.jpg,What is the weight of this item ?,4.0 gram
images/train/61P6CS7JjKL.jpg,What is the weight of this item ?,90.0 gram
images/train/71Kg47Yex+L.jpg,What is the weight of this item ?,27.8 gram
images/train/716J8d7XjfL.jpg,What is the voltage of this item ?,"[110.0, 130.0] volt"
images/train/61Fri-ecpwL.jpg,What is the depth of this item ?,5.0 foot
images/train/91U9F79b-2S.jpg,What is the weight of this item ?,17.64 ounce
images/train/61978RFvSbL.jpg,What is the height of this item ?,17.0 centimetre
images/train/71JIhioqmHL.jpg,What is the voltage of this item ?,120.0 volt
images/train/51UqSxF8a8L.jpg,What is the height of this item ?,54.0 centimetre
images/train/61ChwWMHVCL.jpg,What is the height of this item ?,9.45 inch
images/train/51yxd8kZ3-L.jpg,What is the height of this item ?,30.0 centimetre
images/train/51T-ncbjJkL.jpg,What is the depth of this item ?,12.7 millimetre
images/train/51UTku39lWL.jpg,What is the width of this item ?,47.0 centimetre
images/train/51pIjnF13CL.jpg,What is the depth of this item ?,99.5 centimetre
images/train/614nUPB7DVL.jpg,What is the weight of this item ?,5.0 ounce
images/train/81jOh3BhDBS.jpg,What is the wattage of this item ?,5.0 watt
images/train/71zxCLlnK3L.jpg,What is the weight of this item ?,9 gram
images/train/31t1HWtAGEL.jpg,What is the weight of this item ?,50.0 pound
images/train/61F4D+M05qL.jpg,What is the weight of this item ?,45.0 kilogram
images/train/41MxEu95R-L.jpg,What is the width of this item ?,9.8 centimetre
images/train/61bzmQEJWCL.jpg,What is the wattage of this item ?,60.0 watt
images/train/61A4NPzlbVL.jpg,What is the depth of this item ?,6.0 foot
images/train/41nbQjLKleL.jpg,What is the width of this item ?,25.5 centimetre
images/train/51kCVnAe93S.jpg,What is the depth of this item ?,51.0 millimetre
images/train/51PlbgHBF-L.jpg,What is the weight of this item ?,8.0 gram
images/train/51zv3zmDxrL.jpg,What is the width of this item ?,2.8 metre
images/train/61D6rGbO5hL.jpg,What is the depth of this item ?,18.0 centimetre
images/train/51OmktDuy6L.jpg,What is the weight of this item ?,179.0 gram
images/train/71coMI8gaiL.jpg,What is the weight of this item ?,200.0 gram
images/train/71UxrmYIE9L.jpg,What is the weight of this item ?,200 gram
images/train/51i3Rp+IAVL.jpg,What is the width of this item ?,6.0 centimetre
images/train/51eZ27hfDZL.jpg,What is the height of this item ?,4.5 centimetre
images/train/51MO4PtOsHL.jpg,What is the height of this item ?,100.0 millimetre
images/train/61W3kf4iDlL.jpg,What is the weight of this item ?,13.0 ounce
images/train/51c7pFgfV1L.jpg,What is the depth of this item ?,28.7 centimetre
images/train/61-ZgJZZtcS.jpg,What is the depth of this item ?,13.75 inch
images/train/6104qfwfsKL.jpg,What is the width of this item ?,26.0 centimetre
images/train/61Hv-UXwK4L.jpg,What is the weight of this item ?,1380.0 milligram
images/train/51jlK+2SsXL.jpg,What is the height of this item ?,60.0 inch
images/train/81ljkNlTgcL.jpg,What is the weight of this item ?,280.0 gram
images/train/61-eVTBVhrL.jpg,What is the width of this item ?,67.0 millimetre
images/train/610ph4WU9BL.jpg,What is the height of this item ?,22.0 centimetre
images/train/51tpT8z9DVL.jpg,What is the height of this item ?,49.0 centimetre
images/train/61zQxk8qR4L.jpg,What is the weight of this item ?,100.0 gram
images/train/81+qIsVMW7L.jpg,What is the weight of this item ?,3.9 kilogram
images/train/813d82sQNgL.jpg,What is the voltage of this item ?,"[220.0, 240.0] volt"
images/train/51YZh7R12UL.jpg,What is the depth of this item ?,21.0 millimetre
images/train/61DPeb2NXSL.jpg,What is the height of this item ?,5.1 inch
images/train/61FiPtkKgeL.jpg,What is the width of this item ?,44.0 centimetre
images/train/51bdXNYE1jL.jpg,What is the height of this item ?,0.9 inch
images/train/61FCPh5wgeL.jpg,What is the height of this item ?,15.0 inch
images/train/51hxNevlCYL.jpg,What is the depth of this item ?,28.0 centimetre
images/train/51ql4Y1HWyL.jpg,What is the width of this item ?,26.0 centimetre
images/train/61+TPqa7ikL.jpg,What is the width of this item ?,15.5 centimetre
images/train/81gT1Y4pI0S.jpg,What is the weight recommendation of this item ?,0.0 pound
images/train/61jPD-VsXhL.jpg,What is the voltage of this item ?,7.0 volt
images/train/61udcUIIYGL.jpg,What is the weight of this item ?,30.94 gram
images/train/61c08ihspUL.jpg,What is the volume of this item ?,500.0 millilitre
images/train/51HNCrFgUNS.jpg,What is the weight of this item ?,9.0 gram
images/train/51RdzXpPbAL.jpg,What is the width of this item ?,5.9 inch
images/train/71zoNfcCY8L.jpg,What is the weight of this item ?,25 pound to 49 pound
images/train/81yEkz8RufL.jpg,What is the weight of this item ?,15.0 ounce
images/train/6129F7NWKjL.jpg,What is the depth of this item ?,60.0 inch
images/train/516gPVfCMXL.jpg,What is the depth of this item ?,32.0 centimetre
images/train/51Wpfu3Mt7L.jpg,What is the height of this item ?,18.0 centimetre
images/train/617o6ZxwjXL.jpg,What is the weight of this item ?,99 gram
images/train/61SwTGXTXWL.jpg,What is the voltage of this item ?,"[220.0, 230.0] volt"
images/train/71Q+q3sVhrL.jpg,What is the voltage of this item ?,120.0 volt
images/train/61vrcAm-zSL.jpg,What is the weight of this item ?,100 gram
images/train/51P3MDLXFkL.jpg,What is the weight of this item ?,1.56 gram
images/train/51jN3yLlCdL.jpg,What is the depth of this item ?,240.0 millimetre
images/train/51r7T3l-x9L.jpg,What is the depth of this item ?,3.0 inch
images/train/51UTpB8EJQL.jpg,What is the width of this item ?,10.04 inch
images/train/810zrxLMZYL.jpg,What is the weight of this item ?,400.0 gram
images/train/61bf3d5xu+L.jpg,What is the weight of this item ?,1000 gram
images/train/51be2w43d5L.jpg,What is the depth of this item ?,130.0 millimetre
images/train/412fzoL9PNS.jpg,What is the width of this item ?,2.2 centimetre
images/train/61oEkY73htL.jpg,What is the wattage of this item ?,60.0 watt
images/train/51tqoAyA-NL.jpg,What is the depth of this item ?,60.0 centimetre
images/train/81+J+22cZcL.jpg,What is the weight of this item ?,180.0 pound
images/train/61gmJ3y9S0L.jpg,What is the weight of this item ?,5 pound
images/train/51TodMNlMxL.jpg,What is the depth of this item ?,200.0 millimetre
images/train/41R7LeqJbvL.jpg,What is the weight of this item ?,210.0 gram
images/train/61RJyHyDTPL.jpg,What is the voltage of this item ?,24.0 volt
images/train/81tVuh0FNPL.jpg,What is the weight of this item ?,250.0 gram
images/train/51HKC519n0L.jpg,What is the depth of this item ?,29.52 inch
images/train/51s0+61KA9L.jpg,What is the depth of this item ?,32.6 centimetre
images/train/71U0jNqhAML.jpg,What is the weight of this item ?,40 gram
images/train/619XZXY36yL.jpg,What is the depth of this item ?,11.0 centimetre
images/train/71rwEYxdGPS.jpg,What is the weight of this item ?,110 gram
images/train/611z2nnX2DL.jpg,What is the width of this item ?,2.0 inch
images/train/51dVY3Co5yL.jpg,What is the depth of this item ?,7.0 inch
images/train/51pgO4iPjcL.jpg,What is the depth of this item ?,11.81 inch
images/train/619-Sh35SML.jpg,What is the depth of this item ?,11.8 inch
images/train/51yR32SFHoL.jpg,What is the depth of this item ?,80.0 millimetre
images/train/71l0jFD2+JL.jpg,What is the volume of this item ?,8.0 fluid ounce
images/train/515tFsNGaeL.jpg,What is the depth of this item ?,7.0 centimetre
images/train/61-DugCfPVL.jpg,What is the width of this item ?,6.0 centimetre
images/train/61osyRTnk7S.jpg,What is the weight of this item ?,4.5 gram
images/train/916kYE45PIL.jpg,What is the wattage of this item ?,0.25 watt
images/train/81Pds7jBFCL.jpg,What is the weight of this item ?,20.8 gram
images/train/81z1awD4dYL.jpg,What is the weight of this item ?,340.0 gram
images/train/51fqsQewogL.jpg,What is the height of this item ?,58.0 millimetre
images/train/51CypOunBUL.jpg,What is the voltage of this item ?,"[85.0, 260.0] volt"
images/train/61-IxJRNGtL.jpg,What is the width of this item ?,120.0 centimetre
images/train/51XmoxuyNKL.jpg,What is the depth of this item ?,117.0 centimetre
images/train/51PxAZxdWQL.jpg,What is the depth of this item ?,11.8 centimetre
images/train/31dz87+VGjL.jpg,What is the weight of this item ?,49.0 milligram
images/train/41-igUpQC4L.jpg,What is the width of this item ?,30.0 centimetre
images/train/614EtEYjyOL.jpg,What is the height of this item ?,16.0 centimetre
images/train/614hnM1YW+S.jpg,What is the depth of this item ?,50.0 centimetre
images/train/51QvdRfsbRL.jpg,What is the depth of this item ?,20.0 inch
images/train/71uZUif4IqL.jpg,What is the voltage of this item ?,12.0 volt
images/train/51gOiLNPkbL.jpg,What is the depth of this item ?,24.0 centimetre
images/train/51iwTvBT1FL.jpg,What is the depth of this item ?,10.0 inch
images/train/51eX1zUOhhL.jpg,What is the height of this item ?,110.0 centimetre
images/train/81mpNgiVUBL.jpg,What is the weight of this item ?,20.5 ounce
images/train/61MrAUZ0YJL.jpg,What is the weight of this item ?,7 kilogram
images/train/51N8SX7bVfL.jpg,What is the width of this item ?,7.0 centimetre
images/train/41iPUo06v4L.jpg,What is the voltage of this item ?,9.0 volt
images/train/51eMfnUwMnL.jpg,What is the height of this item ?,34.3 millimetre
images/train/61AtUSzcuhL.jpg,What is the depth of this item ?,11.0 centimetre
images/train/61F9qiTM0tL.jpg,What is the height of this item ?,72.25 inch
images/train/61D-7E4tnsL.jpg,What is the depth of this item ?,9.8 inch
images/train/71ziPQ7g0TL.jpg,What is the weight of this item ?,25.4 gram
images/train/51WgnVzQ9RL.jpg,What is the depth of this item ?,160.0 centimetre
images/train/81XoSpdJH1L.jpg,What is the weight of this item ?,150.0 gram
images/train/41-G7FMap6L.jpg,What is the height of this item ?,10.2 inch
images/train/6173wWp0ZPL.jpg,What is the width of this item ?,73.0 centimetre
images/train/511wHXVclcL.jpg,What is the width of this item ?,15.0 centimetre
images/train/41eYRZjWa5L.jpg,What is the weight of this item ?,8.5 gram
images/train/51Kvwf9KbnL.jpg,What is the width of this item ?,50.7 millimetre
images/train/61F3qqqp5vL.jpg,What is the weight of this item ?,0.4 kilogram
images/train/71R4Oh5LI2L.jpg,What is the weight of this item ?,250 gram
images/train/61Ff7flVT0L.jpg,What is the height of this item ?,10.0 centimetre
images/train/616I-y3a7FL.jpg,What is the height of this item ?,78.0 millimetre
images/train/61E5Rlmii8L.jpg,What is the weight of this item ?,8 kilogram to 10 kilogram
images/train/611SAT5GjVL.jpg,What is the depth of this item ?,16.0 centimetre
images/train/511AZWYguqL.jpg,What is the height of this item ?,34.0 centimetre
images/train/611PImGqT2L.jpg,What is the depth of this item ?,11.0 inch
images/train/612+j-owNDS.jpg,What is the height of this item ?,23.6 inch
images/train/41dY3hmz1kL.jpg,What is the weight of this item ?,251.0 gram
images/train/51kKprAclQL.jpg,What is the height of this item ?,21.0 centimetre
images/train/81yNgckYUiL.jpg,What is the weight of this item ?,250.0 gram
images/train/71SM04xJe5L.jpg,What is the wattage of this item ?,20.0 watt
images/train/81HV27SzASL.jpg,What is the weight of this item ?,12.0 ounce
images/train/617BE9InW6L.jpg,What is the depth of this item ?,22.0 centimetre
images/train/516jymXFPJL.jpg,What is the width of this item ?,5.6 inch
images/train/71-OkPSiVIL.jpg,What is the wattage of this item ?,240.0 watt
images/train/41sAeeO1NpL.jpg,What is the height of this item ?,54.0 centimetre
images/train/61WcpSZlQzL.jpg,What is the weight of this item ?,0.25 kilogram
images/train/51f0ZqZEKDL.jpg,What is the width of this item ?,36.0 centimetre
images/train/71+JS0xPAuL.jpg,What is the weight of this item ?,204 gram
images/train/61-Nkh57f6L.jpg,What is the voltage of this item ?,48.0 volt
images/train/51iD+PvW28S.jpg,What is the height of this item ?,25.4 centimetre
images/train/51-kPTbTfcL.jpg,What is the depth of this item ?,72.0 inch
images/train/81tbIQpSNxL.jpg,What is the weight of this item ?,10.0 gram
images/train/6130F-RfITL.jpg,What is the height of this item ?,25.0 centimetre
images/train/51jmb2PcntL.jpg,What is the height of this item ?,8.0 centimetre
images/train/614ihg8ioML.jpg,What is the height of this item ?,22.0 inch
images/train/7155UiInaTL.jpg,What is the weight of this item ?,1632.0 gram
images/train/51kPFDTTjeL.jpg,What is the depth of this item ?,18.0 centimetre
images/train/61ZlhIvWVDL.jpg,What is the weight of this item ?,0.15 kilogram
images/train/41o4P6lcF2L.jpg,What is the depth of this item ?,6.0 inch
images/train/612k10C7xaL.jpg,What is the width of this item ?,69.0 centimetre
images/train/81JoEDz50VL.jpg,What is the weight of this item ?,"[6.0, 20.0] kilogram"
images/train/51CdYR9Ve1L.jpg,What is the weight of this item ?,5.0 gram
images/train/416-GrBo+UL.jpg,What is the weight of this item ?,1.0 gram
images/train/61j1alKOkXL.jpg,What is the weight of this item ?,366.0 gram
images/train/51HajzlJTML.jpg,What is the width of this item ?,4.0 centimetre
images/train/51MQuYHneQL.jpg,What is the weight of this item ?,7.0 ounce
images/train/71EczsfSpbL.jpg,What is the weight of this item ?,33.0 gram
images/train/81mdLko49AL.jpg,What is the weight of this item ?,2.52 pound
images/train/51Ag0ez1hpL.jpg,What is the depth of this item ?,1.3 metre
images/train/612ujUe+QFL.jpg,What is the width of this item ?,2.0 centimetre
images/train/51oJG2lu+bL.jpg,What is the height of this item ?,30.0 centimetre
images/train/41NOiL7xzmL.jpg,What is the weight of this item ?,4 gram
images/train/71D+flZFtLL.jpg,What is the weight of this item ?,20.0 gram
images/train/51YZRQBw4zL.jpg,What is the depth of this item ?,2.4 inch
images/train/51xmUTZrCPL.jpg,What is the height of this item ?,12.0 centimetre
images/train/51pbpUYsrCL.jpg,What is the width of this item ?,9.7 centimetre
images/train/616IfH4ofOL.jpg,What is the depth of this item ?,108.0 inch
images/train/71x2mvOo2tL.jpg,What is the weight of this item ?,40.0 gram
images/train/51N4y1B9bbL.jpg,What is the width of this item ?,114.0 centimetre
images/train/61OeH29sIeL.jpg,What is the weight of this item ?,2.0 pound
images/train/41+j5xSr8jL.jpg,What is the depth of this item ?,165.0 millimetre
images/train/41wyU9ePknL.jpg,What is the depth of this item ?,6.4 centimetre
images/train/41D-h9p-jEL.jpg,What is the weight of this item ?,120.0 gram
images/train/511fq+5BGCL.jpg,What is the height of this item ?,50.0 centimetre
images/train/71PkBETw+EL.jpg,What is the weight of this item ?,553.88 gram
images/train/51KjNMiJB0L.jpg,What is the weight of this item ?,37.0 gram
images/train/51H68S1CZPL.jpg,What is the height of this item ?,34.0 centimetre
images/train/719vl4i8ijL.jpg,What is the weight of this item ?,48.4 gram
images/train/71UiJ7OEEFL.jpg,What is the weight of this item ?,8.1 gram
images/train/51rxs0ItYWL.jpg,What is the width of this item ?,17.75 inch
images/train/51oEKIhTXZL.jpg,What is the width of this item ?,38.0 centimetre
images/train/51ZELwU+wzL.jpg,What is the width of this item ?,8.8 centimetre
images/train/61-5u6okD+L.jpg,What is the height of this item ?,31.8 millimetre
images/train/51ri2a4faqL.jpg,What is the depth of this item ?,140.0 centimetre
images/train/61FCyaFGqhL.jpg,What is the height of this item ?,70.0 inch
images/train/71Qy-2pBOgL.jpg,What is the voltage of this item ?,24.0 volt
images/train/51iaQQQ3tzS.jpg,What is the depth of this item ?,12.83 inch
images/train/612RaeDWuHL.jpg,What is the width of this item ?,7.0 centimetre
images/train/51K+Z0Zo8BL.jpg,What is the width of this item ?,2.6 inch
images/train/614yMXsrC7L.jpg,What is the height of this item ?,42.0 centimetre
images/train/51oUGzDCO5L.jpg,What is the height of this item ?,77.5 centimetre
images/train/31MU5112kvL.jpg,What is the height of this item ?,5.1 inch
images/train/61852uLrMaL.jpg,What is the height of this item ?,32.25 inch
images/train/51jZeqFPeqL.jpg,What is the height of this item ?,5.1 inch
images/train/61dr7SX0xrL.jpg,What is the weight of this item ?,1.25 gram
images/train/51c1FpYfjNL.jpg,What is the width of this item ?,90.0 centimetre
images/train/51HPOSeQTGL.jpg,What is the height of this item ?,32.0 inch
images/train/61-6TxtjuxL.jpg,What is the width of this item ?,50.0 centimetre
images/train/514-lwF8mfL.jpg,What is the weight of this item ?,5.0 kilogram
images/train/51VNPlg9IKL.jpg,What is the width of this item ?,17.0 centimetre
images/train/811qodNwJnL.jpg,What is the weight of this item ?,15.0 pound
images/train/51AS3MbWGLL.jpg,What is the height of this item ?,18.0 centimetre
images/train/513bVBtiO-L.jpg,What is the depth of this item ?,7.9 inch
images/train/719r0m6-RUL.jpg,What is the weight of this item ?,1.0 kilogram
images/train/61sy37mwpTL.jpg,What is the weight of this item ?,10.0 kilogram
images/train/41HspMfyYWL.jpg,What is the depth of this item ?,96.0 inch
images/train/81zyt2XmR4L.jpg,What is the weight of this item ?,254.0 gram
images/train/61-DTcefnfL.jpg,What is the depth of this item ?,9.84 inch
images/train/71vudzqxKhL.jpg,What is the weight of this item ?,750.0 gram
images/train/616qpSyJlIL.jpg,What is the height of this item ?,3.6 inch
images/train/51LEPrP4WDL.jpg,What is the depth of this item ?,37.0 centimetre
images/train/51ab7RTQomL.jpg,What is the depth of this item ?,4.0 foot
images/train/91OBAylsELL.jpg,What is the weight of this item ?,5.18 ounce
images/train/61GFC6fdQKL.jpg,What is the height of this item ?,5.51 inch
images/train/41il5Q-6reL.jpg,What is the height of this item ?,21.5 centimetre
images/train/61go1d0m17L.jpg,What is the weight of this item ?,25.0 kilogram
images/train/81UZFqpfA4S.jpg,What is the weight of this item ?,34.0 gram
images/train/61VJRC+Wd+L.jpg,What is the weight of this item ?,112.0 gram
images/train/619F4QO2VdL.jpg,What is the depth of this item ?,3.5 inch
images/train/71BpO-nywQL.jpg,What is the weight of this item ?,2.1 gram
images/train/51KbvFE3NyL.jpg,What is the height of this item ?,40.0 centimetre
images/train/61fBj9RZjFL.jpg,What is the wattage of this item ?,5.0 watt
images/train/51g79DIS80L.jpg,What is the depth of this item ?,88.9 millimetre
images/train/51at2rSy3lL.jpg,What is the depth of this item ?,124.0 centimetre
images/train/81OqY-BqD0L.jpg,What is the weight recommendation of this item ?,"[1.0, 2.0] kilogram"
images/train/513O-G+PbnL.jpg,What is the depth of this item ?,7.0 centimetre
images/train/61qPYzzqAML.jpg,What is the weight of this item ?,16 gram
images/train/71NydT9kP4L.jpg,What is the volume of this item ?,100.0 millilitre
images/train/71o33-+F8eL.jpg,What is the weight of this item ?,17.99 ounce
images/train/51Wra8ibIIL.jpg,What is the weight of this item ?,"[2.0, 3.0] gram"
images/train/61tahNtI8mL.jpg,What is the weight of this item ?,30.0 gram
images/train/51geqHT71oL.jpg,What is the volume of this item ?,2000.0 millilitre
images/train/71aMusO6F5L.jpg,What is the weight of this item ?,360.0 gram
images/train/61njkwI0klL.jpg,What is the weight of this item ?,100 gram
images/train/61EfvGQZYHL.jpg,What is the height of this item ?,1.8 centimetre
images/train/91is++O0DaL.jpg,What is the voltage of this item ?,1.2 volt
images/train/61VStZE1l9L.jpg,What is the weight of this item ?,150 gram
images/train/613dPZORVTL.jpg,What is the depth of this item ?,8.0 inch
images/train/71JLa0wlrsL.jpg,What is the weight of this item ?,0.25 gram
images/train/61z4y0XyJfL.jpg,What is the weight of this item ?,2.0 gram
images/train/717HacYS6XL.jpg,What is the weight of this item ?,454.0 gram
images/train/6151vAH714L.jpg,What is the width of this item ?,34.5 centimetre
images/train/51o5Lhp2BOL.jpg,What is the width of this item ?,48.0 centimetre
images/train/51BhFOtV4hL.jpg,What is the width of this item ?,6.0 inch
images/train/81C04RpjHpL.jpg,What is the weight of this item ?,1.4 kilogram
images/train/613bJGREcQL.jpg,What is the weight of this item ?,210.0 gram
images/train/81V8Fo0zOoL.jpg,What is the weight of this item ?,2.0 microgram
images/train/610Sum1+i-L.jpg,What is the weight of this item ?,2045.0 gram
images/train/61DX7KmOzLL.jpg,What is the depth of this item ?,8.85 inch
images/train/71qvORSUCgL.jpg,What is the volume of this item ?,2.5 millilitre
images/train/81zuZujBfyL.jpg,What is the weight of this item ?,175.0 kilogram
images/train/71NqJ1jK-dL.jpg,What is the weight of this item ?,1 kilogram
images/train/71XyhQYtPkL.jpg,What is the weight of this item ?,2.0 pound
images/train/61-QTiYTioL.jpg,What is the height of this item ?,12.0 centimetre
images/train/81OODwJEkhS.jpg,What is the weight of this item ?,0.15 kilogram
images/train/51+7ktT5CLL.jpg,What is the height of this item ?,5.12 inch
images/train/51CdR0tbfNL.jpg,What is the width of this item ?,14.0 centimetre
images/train/71gwlcBYicL.jpg,What is the weight of this item ?,1 kilogram
images/train/713uWGdPUdL.jpg,What is the weight of this item ?,350.0 gram
images/train/61ZPXt2Uq7L.jpg,What is the wattage of this item ?,50.0 watt
images/train/51OdfL9G0tL.jpg,What is the width of this item ?,10.0 centimetre
images/train/61BEWwUGViL.jpg,What is the weight of this item ?,1.35 gram
images/train/8119lh8HYML.jpg,What is the weight of this item ?,10.0 kilogram
images/train/6119163LSqL.jpg,What is the depth of this item ?,66.0 centimetre
images/train/51Rxh7GzqHL.jpg,What is the width of this item ?,4.06 inch
images/train/41+kHmLTHEL.jpg,What is the width of this item ?,60.0 centimetre
images/train/71YAaf0oQxL.jpg,What is the weight of this item ?,1500.0 milligram
images/train/61nU6aJ-jdL.jpg,What is the weight of this item ?,100.0 gram
images/train/51FUDzEhndL.jpg,What is the height of this item ?,115.0 centimetre
images/train/71lIuW1sd-L.jpg,What is the weight of this item ?,37.0 gram
images/train/615QkkXc0RL.jpg,What is the depth of this item ?,73.0 centimetre
images/train/81NhJIxp4gL.jpg,What is the weight of this item ?,37.0 gram
images/train/6123F1UOioL.jpg,What is the weight of this item ?,30 gram
images/train/81T8SOxUz1L.jpg,What is the weight of this item ?,250.0 gram
images/train/51jc4gKryWL.jpg,What is the height of this item ?,22.8 inch
images/train/51gIY2ZTbDL.jpg,What is the depth of this item ?,150.0 centimetre
images/train/51ASelli50L.jpg,What is the height of this item ?,49.4 inch
images/train/615sXuAjm+S.jpg,What is the width of this item ?,24.0 inch
images/train/51OBlsD9XzL.jpg,What is the width of this item ?,16.5 inch
images/train/71JxbKMu5RL.jpg,What is the weight of this item ?,60.0 gram
images/train/51qE0yiMhQL.jpg,What is the height of this item ?,70.0 millimetre
images/train/51K6pWlu+bL.jpg,What is the weight of this item ?,35.0 kilogram
images/train/61C6ShOa2wL.jpg,What is the depth of this item ?,70.0 inch
